plot,block,idTreatment,plotSize,exposition,side,substrateType,sandRatio,substrateDepth,seedmixType,targetType,seedDensity,surveyDate_seeded,surveyDate_2018,surveyDate_2019,surveyDate_2020,surveyDate_2021,botanist_2018,botanist_2019,botanist_2020,botanist_2021,vegetationCov_2018,vegetationCov_2019,vegetationCov_2020,vegetationCov_2021,bioMass_2019
L5_04,5,L_512,4,south,land,1,0,15,2,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,15,50,60,70,NA
L5_05,5,L_522,4,south,land,2,25,15,2,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,10,60,65,70,NA
L5_06,5,L_523,4,south,land,2,25,15,3,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,15,70,70,60,NA
L5_07,5,L_524,4,south,land,2,25,15,4,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,20,55,70,70,NA
L5_08,5,L_521,4,south,land,2,25,15,1,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,15,85,80,80,NA
L5_09,5,L_532,4,south,land,3,50,15,2,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,30,30,55,50,NA
L5_10,5,L_534,4,south,land,3,50,15,4,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,40,80,70,80,NA
L5_11,5,L_533,4,south,land,3,50,15,3,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,40,45,80,80,NA
L5_12,5,L_531,4,south,land,3,50,15,1,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,35,45,80,80,NA
L5_13,5,L_541,4,south,land,4,0,30,1,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,40,85,80,70,NA
L5_14,5,L_544,4,south,land,4,0,30,4,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,25,90,80,80,NA
L5_15,5,L_543,4,south,land,4,0,30,3,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,30,75,80,70,NA
L5_16,5,L_542,4,south,land,4,0,30,2,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,15,70,80,70,NA
L5_17,5,L_551,4,south,land,5,25,30,1,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,50,85,85,60,NA
L5_18,5,L_553,4,south,land,5,25,30,3,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,50,85,75,70,NA
L5_19,5,L_552,4,south,land,5,25,30,2,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,45,75,75,80,NA
L5_20,5,L_554,4,south,land,5,25,30,4,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,70,90,80,70,NA
L5_21,5,L_563,4,south,land,6,50,30,3,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,70,70,75,70,NA
L5_22,5,L_561,4,south,land,6,50,30,1,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,60,55,65,70,NA
L5_23,5,L_564,4,south,land,6,50,30,4,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,40,75,80,70,NA
L5_24,5,L_562,4,south,land,6,50,30,2,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,35,40,60,70,NA
L6_01,6,L_614,4,south,land,1,0,15,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,10,50,70,80,NA
L6_02,6,L_612,4,south,land,1,0,15,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,10,45,55,70,NA
L6_03,6,L_613,4,south,land,1,0,15,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,55,65,70,70,NA
L6_04,6,L_611,4,south,land,1,0,15,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,30,45,60,70,NA
L6_05,6,L_623,4,south,land,2,25,15,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,50,55,50,NA
L6_06,6,L_624,4,south,land,2,25,15,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,40,60,60,60,NA
L6_07,6,L_621,4,south,land,2,25,15,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,60,NA
L6_08,6,L_622,4,south,land,2,25,15,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,15,60,70,70,NA
L6_09,6,L_631,4,south,land,3,50,15,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,50,40,65,60,NA
L6_10,6,L_633,4,south,land,3,50,15,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,70,85,85,70,NA
L6_11,6,L_632,4,south,land,3,50,15,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,70,NA
L6_12,6,L_634,4,south,land,3,50,15,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,70,85,80,70,NA
L6_13,6,L_644,4,south,land,4,0,30,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,70,65,70,NA
L6_14,6,L_642,4,south,land,4,0,30,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,55,70,NA
L6_15,6,L_641,4,south,land,4,0,30,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,75,70,NA
L6_16,6,L_643,4,south,land,4,0,30,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,60,80,70,NA
L6_17,6,L_651,4,south,land,5,25,30,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,70,70,NA
L6_18,6,L_654,4,south,land,5,25,30,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,70,NA
L6_19,6,L_652,4,south,land,5,25,30,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,60,60,70,NA
L6_20,6,L_653,4,south,land,5,25,30,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,35,70,65,60,NA
L6_21,6,L_663,4,south,land,6,50,30,3,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,75,80,70,80,NA
L6_22,6,L_662,4,south,land,6,50,30,2,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,75,70,60,80,NA
L6_23,6,L_664,4,south,land,6,50,30,4,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,80,90,70,80,NA
L6_24,6,L_661,4,south,land,6,50,30,1,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,60,70,60,80,NA
W1_01,1,W_113,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,70,70,90,100,181
W1_02,1,W_114,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,85,90,100,1180
W1_03,1,W_111,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,90,90,100,313
W1_04,1,W_112,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,85,90,100,299
W1_05,1,W_122,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,85,80,100,203
W1_06,1,W_124,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,90,95,100,411
W1_07,1,W_121,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,75,85,100,201
W1_08,1,W_123,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,45,85,75,90,203
W1_09,1,W_134,4,north,water,3,50,15,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,85,70,90,244
W1_10,1,W_132,4,north,water,3,50,15,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,75,85,90,150
W1_11,1,W_133,4,north,water,3,50,15,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,75,90,80,267
W1_12,1,W_131,4,north,water,3,50,15,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,45,65,65,90,127
W1_13,1,W_141,4,north,water,4,0,30,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,75,70,80,383
W1_14,1,W_143,4,north,water,4,0,30,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,70,75,90,154
W1_15,1,W_144,4,north,water,4,0,30,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,70,70,80,103
W1_16,1,W_142,4,north,water,4,0,30,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,80,70,90,185
W1_17,1,W_153,4,north,water,5,25,30,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,40,70,80,90,220
W1_18,1,W_154,4,north,water,5,25,30,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,75,90,90,147
W1_19,1,W_151,4,north,water,5,25,30,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,80,60,90,86
W1_20,1,W_152,4,north,water,5,25,30,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,40,75,75,90,143
W1_21,1,W_164,4,north,water,6,50,30,4,dry_grassland,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,85,75,100,221
W1_22,1,W_162,4,north,water,6,50,30,2,hay_meadow,8,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,80,80,90,96
W1_23,1,W_163,4,north,water,6,50,30,3,dry_grassland,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,75,80,90,317
W1_24,1,W_161,4,north,water,6,50,30,1,hay_meadow,4,2018-04-27,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,80,80,90,154
W2_01,2,W_213,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,75,90,100,137
W2_02,2,W_211,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,85,90,100,256
W2_03,2,W_212,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,90,85,100,202
W2_04,2,W_214,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,80,90,100,209
W2_05,2,W_222,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,90,80,90,210
W2_06,2,W_224,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,60,90,90,90,262
W2_07,2,W_221,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,50,70,80,90,144
W2_08,2,W_223,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,45,85,80,100,220
W2_09,2,W_233,4,north,water,3,50,15,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,95,85,90,200
W2_10,2,W_231,4,north,water,3,50,15,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,80,75,90,169
W2_11,2,W_234,4,north,water,3,50,15,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,90,90,100,310
W2_12,2,W_232,4,north,water,3,50,15,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,90,85,90,392
W2_13,2,W_241,4,north,water,4,0,30,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,70,85,90,174
W2_14,2,W_244,4,north,water,4,0,30,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,75,80,90,178
W2_15,2,W_242,4,north,water,4,0,30,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,70,80,90,98
W2_16,2,W_243,4,north,water,4,0,30,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,70,85,90,155
W2_17,2,W_251,4,north,water,5,25,30,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,55,75,80,90,214
W2_18,2,W_254,4,north,water,5,25,30,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,45,90,80,90,935
W2_19,2,W_252,4,north,water,5,25,30,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,85,85,90,138
W2_20,2,W_253,4,north,water,5,25,30,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,80,80,90,237
W2_21,2,W_261,4,north,water,6,50,30,1,hay_meadow,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,65,80,70,62
W2_22,2,W_264,4,north,water,6,50,30,4,dry_grassland,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,90,85,90,385
W2_23,2,W_263,4,north,water,6,50,30,3,dry_grassland,4,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,80,80,90,676
W2_24,2,W_262,4,north,water,6,50,30,2,hay_meadow,8,2018-04-27,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,70,55,80,90,99
W3_01,3,W_312,4,north,water,1,0,15,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,50,80,90,160
W3_02,3,W_311,4,north,water,1,0,15,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,90,80,358
W3_03,3,W_313,4,north,water,1,0,15,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,85,90,80,109
W3_04,3,W_314,4,north,water,1,0,15,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,90,70,90,377
W3_05,3,W_324,4,north,water,2,25,15,4,dry_grassland,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,80,90,90,323
W3_06,3,W_322,4,north,water,2,25,15,2,hay_meadow,8,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,80,90,337
W3_07,3,W_323,4,north,water,2,25,15,3,dry_grassland,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,80,75,90,367
W3_08,3,W_321,4,north,water,2,25,15,1,hay_meadow,4,2018-04-27,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,70,80,505
